filename	number	category	descriptor	width	height	format	bytes	original_filename	source	license
polygons/7076_plots_line-polygons-00001-s4fc8f443_1024x1024.png	7076	plots	line-polygons-00001-s4fc8f443	1024	1024	png	163061	gen-line-polygons__00001_s4fc8f443_1024sq.png	lilith-generated	PD-own
polygons/7077_plots_line-polygons-00032-s620ec516_1024x1024.png	7077	plots	line-polygons-00032-s620ec516	1024	1024	png	134002	gen-line-polygons__00032_s620ec516_1024sq.png	lilith-generated	PD-own
polygons/7078_plots_line-polygons-00038-s335b5033_1024x1024.png	7078	plots	line-polygons-00038-s335b5033	1024	1024	png	169456	gen-line-polygons__00038_s335b5033_1024sq.png	lilith-generated	PD-own
polygons/7079_plots_line-polygons-00070-s6eb82597_1024x1024.png	7079	plots	line-polygons-00070-s6eb82597	1024	1024	png	205313	gen-line-polygons__00070_s6eb82597_1024sq.png	lilith-generated	PD-own
polygons/7080_plots_line-polygons-00081-s68404bb1_1024x1024.png	7080	plots	line-polygons-00081-s68404bb1	1024	1024	png	153126	gen-line-polygons__00081_s68404bb1_1024sq.png	lilith-generated	PD-own
polygons/7081_plots_line-polygons-00105-s5b0fe6d1_1024x1024.png	7081	plots	line-polygons-00105-s5b0fe6d1	1024	1024	png	204211	gen-line-polygons__00105_s5b0fe6d1_1024sq.png	lilith-generated	PD-own
polygons/7082_plots_line-polygons-00119-s142edf29_1024x1024.png	7082	plots	line-polygons-00119-s142edf29	1024	1024	png	198439	gen-line-polygons__00119_s142edf29_1024sq.png	lilith-generated	PD-own
polygons/7083_plots_line-polygons-00120-s410edf16_1024x1024.png	7083	plots	line-polygons-00120-s410edf16	1024	1024	png	158446	gen-line-polygons__00120_s410edf16_1024sq.png	lilith-generated	PD-own
polygons/7084_plots_line-polygons-00168-s4e34287f_1024x1024.png	7084	plots	line-polygons-00168-s4e34287f	1024	1024	png	173648	gen-line-polygons__00168_s4e34287f_1024sq.png	lilith-generated	PD-own
polygons/7085_plots_line-polygons-00184-s02a80f0a_1024x1024.png	7085	plots	line-polygons-00184-s02a80f0a	1024	1024	png	165783	gen-line-polygons__00184_s02a80f0a_1024sq.png	lilith-generated	PD-own
polygons/7086_plots_line-polygons-00210-s2771b783_1024x1024.png	7086	plots	line-polygons-00210-s2771b783	1024	1024	png	236118	gen-line-polygons__00210_s2771b783_1024sq.png	lilith-generated	PD-own
polygons/7087_plots_line-polygons-00227-s7fca561d_1024x1024.png	7087	plots	line-polygons-00227-s7fca561d	1024	1024	png	137728	gen-line-polygons__00227_s7fca561d_1024sq.png	lilith-generated	PD-own
polygons/7088_plots_line-polygons-00232-s0b160660_1024x1024.png	7088	plots	line-polygons-00232-s0b160660	1024	1024	png	138167	gen-line-polygons__00232_s0b160660_1024sq.png	lilith-generated	PD-own
polygons/7089_plots_line-polygons-00240-s51df1e6b_1024x1024.png	7089	plots	line-polygons-00240-s51df1e6b	1024	1024	png	95871	gen-line-polygons__00240_s51df1e6b_1024sq.png	lilith-generated	PD-own
polygons/7090_plots_line-polygons-00291-s625cdbd7_1024x1024.png	7090	plots	line-polygons-00291-s625cdbd7	1024	1024	png	133622	gen-line-polygons__00291_s625cdbd7_1024sq.png	lilith-generated	PD-own
random-charts/7091_plots_chart-00062-s17ba7d45_1024x1024.png	7091	plots	chart-00062-s17ba7d45	1024	1024	png	133049	gen-chart__00062_s17ba7d45_1024sq.png	lilith-generated	PD-own
random-charts/7092_plots_chart-00118-s37436075_1024x1024.png	7092	plots	chart-00118-s37436075	1024	1024	png	136826	gen-chart__00118_s37436075_1024sq.png	lilith-generated	PD-own
random-charts/7093_plots_chart-00119-s0610e7ff_1024x1024.png	7093	plots	chart-00119-s0610e7ff	1024	1024	png	130536	gen-chart__00119_s0610e7ff_1024sq.png	lilith-generated	PD-own
random-charts/7094_plots_chart-00132-s681da868_1024x1024.png	7094	plots	chart-00132-s681da868	1024	1024	png	19378	gen-chart__00132_s681da868_1024sq.png	lilith-generated	PD-own
random-charts/7095_plots_chart-00152-s5a1f19a0_1024x1024.png	7095	plots	chart-00152-s5a1f19a0	1024	1024	png	17170	gen-chart__00152_s5a1f19a0_1024sq.png	lilith-generated	PD-own
random-charts/7096_plots_chart-00202-s0ec4ccf0_1024x1024.png	7096	plots	chart-00202-s0ec4ccf0	1024	1024	png	19131	gen-chart__00202_s0ec4ccf0_1024sq.png	lilith-generated	PD-own
random-charts/7097_plots_chart-00237-s77afa41b_1024x1024.png	7097	plots	chart-00237-s77afa41b	1024	1024	png	70561	gen-chart__00237_s77afa41b_1024sq.png	lilith-generated	PD-own
random-charts/7098_plots_chart-00268-s32c66252_1024x1024.png	7098	plots	chart-00268-s32c66252	1024	1024	png	123202	gen-chart__00268_s32c66252_1024sq.png	lilith-generated	PD-own
random-charts/7099_plots_chart-00311-s6e92c9b6_1024x1024.png	7099	plots	chart-00311-s6e92c9b6	1024	1024	png	114100	gen-chart__00311_s6e92c9b6_1024sq.png	lilith-generated	PD-own
random-charts/7100_plots_chart-00329-s49cff644_1024x1024.png	7100	plots	chart-00329-s49cff644	1024	1024	png	50411	gen-chart__00329_s49cff644_1024sq.png	lilith-generated	PD-own
random-charts/7101_plots_chart-00363-s4e589110_1024x1024.png	7101	plots	chart-00363-s4e589110	1024	1024	png	126153	gen-chart__00363_s4e589110_1024sq.png	lilith-generated	PD-own
random-charts/7102_plots_chart-00417-s2b748aba_1024x1024.png	7102	plots	chart-00417-s2b748aba	1024	1024	png	136540	gen-chart__00417_s2b748aba_1024sq.png	lilith-generated	PD-own
random-charts/7103_plots_chart-00433-s6c53a027_1024x1024.png	7103	plots	chart-00433-s6c53a027	1024	1024	png	20067	gen-chart__00433_s6c53a027_1024sq.png	lilith-generated	PD-own
random-charts/7104_plots_chart-00462-s33459e94_1024x1024.png	7104	plots	chart-00462-s33459e94	1024	1024	png	145888	gen-chart__00462_s33459e94_1024sq.png	lilith-generated	PD-own
random-charts/7105_plots_chart-00486-s53f6eb34_1024x1024.png	7105	plots	chart-00486-s53f6eb34	1024	1024	png	111323	gen-chart__00486_s53f6eb34_1024sq.png	lilith-generated	PD-own
real-charts/7106_plots_chart-bar-01-light_1024x1024.png	7106	plots	chart-bar-01-light	1024	1024	png	32568	gen-chart-bar__01_light_1024sq.qc.png	lilith-generated	PD-own
real-charts/7107_plots_chart-boxplot-15-sunset_1024x1024.png	7107	plots	chart-boxplot-15-sunset	1024	1024	png	39485	gen-chart-boxplot__15_sunset_1024sq.qc.png	lilith-generated	PD-own
real-charts/7108_plots_chart-bubble-10-slate_1024x1024.png	7108	plots	chart-bubble-10-slate	1024	1024	png	76224	gen-chart-bubble__10_slate_1024sq.qc.png	lilith-generated	PD-own
