filename	number	category	descriptor	location	width	height	format	bytes	original_filename	source	license	camera	fnum	iso
1484_nature_snowy-mountain-over-water_uchiura-koumi-numazu-japan_s23u_iso80-f4p9_20250307-173056_4000x3000.jpg	1484	nature	snowy-mountain-over-water	uchiura-koumi-numazu-japan	4000	3000	jpg	2963768	20250307_173056.jpg	lilith	PD-own	s23u	4.9	80
1485_nature_sea-urchin-underwater_uchiura-koumi-numazu-japan_s23u_iso400-f1p7_20250308-121144_4000x3000.jpg	1485	nature	sea-urchin-underwater	uchiura-koumi-numazu-japan	4000	3000	jpg	3221183	20250308_121144.jpg	lilith	PD-own	s23u	1.7	400
1486_nature_steaming-red-hot-spring_miyuki-beppu-japan_s23u_iso10-f1p7_20250311-151632_4000x3000.jpg	1486	nature	steaming-red-hot-spring	miyuki-beppu-japan	4000	3000	jpg	4064947	20250311_151632.jpg	lilith	PD-own	s23u	1.7	10
1487_nature_glacier-over-water_kenai-peninsula-borough-alaska_s25u_iso40-f1p7_20250801-135016_4000x3000.jpg	1487	nature	glacier-over-water	kenai-peninsula-borough-alaska	4000	3000	jpg	3530758	20250801_135016.jpg	lilith	PD-own	s25u	1.7	40
1488_nature_iceberg-ocean-landscape_yakutat-alaska_s25u_iso80-f1p7_20250803-185104_4000x3000.jpg	1488	nature	iceberg-ocean-landscape	yakutat-alaska	4000	3000	jpg	2866504	20250803_185104.jpg	lilith	PD-own	s25u	1.7	80
1489_nature_cruise-ship-deck_unorganized-borough-alaska_s25u_iso125-f1p7_20250804-210918_4000x3000.jpg	1489	nature	cruise-ship-deck	unorganized-borough-alaska	4000	3000	jpg	2781334	20250804_210918.jpg	lilith	PD-own	s25u	1.7	125
1490_nature_boat-wake-at-sunset_unorganized-borough-alaska_s25u_iso200-f1p7_20250804-211018_4000x3000.jpg	1490	nature	boat-wake-at-sunset	unorganized-borough-alaska	4000	3000	jpg	3507500	20250804_211018.jpg	lilith	PD-own	s25u	1.7	200
1491_nature_ocean-sunset-clouds_unorganized-borough-alaska_s25u_iso100-f3p4_20250804-211059_4000x3000.jpg	1491	nature	ocean-sunset-clouds	unorganized-borough-alaska	4000	3000	jpg	2958397	20250804_211059.jpg	lilith	PD-own	s25u	3.4	100
1492_nature_mountain-lake-landscape_whitehorse-canada_s25u_iso64-f1p7_20250805-162506_4000x3000.jpg	1492	nature	mountain-lake-landscape	whitehorse-canada	4000	3000	jpg	4473412	20250805_162506.jpg	lilith	PD-own	s25u	1.7	64
1493_nature_sunset-over-sea_lower-davie-vancouver-canada_s25u_iso64-f3p4_20250809-203408_4000x3000.jpg	1493	nature	sunset-over-sea	lower-davie-vancouver-canada	4000	3000	jpg	2367318	20250809_203408.jpg	lilith	PD-own	s25u	3.4	64
1494_nature_sunset-over-forest_colorado_zfold7_iso250-f1p7_20251110-170409_4000x3000.jpg	1494	nature	sunset-over-forest	colorado	4000	3000	jpg	3235628	20251110_170409.jpg	lilith	PD-own	zfold7	1.7	250
1495_nature_lighthouse-on-island_york-maine_ip13pro_iso50-f1p5_fullsizerender-1_3855x2891.heic	1495	nature	lighthouse-on-island	york-maine	3855	2891	heic	1666132	FullSizeRender-1.heic	lilith	PD-own	ip13pro	1.5	50
1496_nature_lake-with-boats_winthrop-maine_ip13pro_iso50-f1p5_fullsizerender-2_3411x2765.heic	1496	nature	lake-with-boats	winthrop-maine	3411	2765	heic	1753600	FullSizeRender-2.heic	lilith	PD-own	ip13pro	1.5	50
1497_nature_pink-flower-on-vine_belltown-seattle-washington_ip16pro_iso80-f1p8_fullsizerender-3_3745x5333.heic	1497	nature	pink-flower-on-vine	belltown-seattle-washington	3745	5333	heic	1613280	FullSizeRender-3.heic	lilith	PD-own	ip16pro	1.8	80
1498_nature_yellow-flowers-garden-bed_colorado_ip13pro_iso50-f1p5_fullsizerender_2773x3709.heic	1498	nature	yellow-flowers-garden-bed	colorado	2773	3709	heic	1079016	FullSizeRender.heic	lilith	PD-own	ip13pro	1.5	50
1499_nature_snowy-forest-trail_colorado_hero7_iso100-f2p8_g0048992_4000x3000.jpg	1499	nature	snowy-forest-trail	colorado	4000	3000	jpg	2458202	G0048992.JPG	lilith	PD-own	hero7	2.8	100
1500_nature_snowy-trail-tracks_colorado_hero7_iso100-f2p8_g0049019_4000x3000.jpg	1500	nature	snowy-trail-tracks	colorado	4000	3000	jpg	2473255	G0049019.JPG	lilith	PD-own	hero7	2.8	100
